AÑO,DEPARTAMENTO,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2012,Cesar,263271,0.9415,0.9401,0.6594,0.9384999999999999,0.6936,0.34619999999999995,1.09,1.2649,1.2651000000000001,1.0122,0.711,0.0513,0.0622,0.0528,0.0508,0.032400000000000005,0.9007999999999999,0.0212,0.9079999999999999,0.0508,0.9111,0.048,0.0212,0.9079999999999999,0.0681,0.0565,0.0149,0.0212,0.0137,0.02,0.0089
2012,Córdoba,405302,0.9378,0.9369,0.6506000000000001,0.9154000000000001,0.7182,0.37520000000000003,1.1073,1.1496,1.2151,1.1146,0.7937000000000001,0.029500000000000002,0.031400000000000004,0.0248,0.0351,0.0331,0.9533,0.0048,0.9617,0.0351,0.9423,0.0172,0.0048,0.9617,0.024300000000000002,0.0246,0.0256,0.0048,0.0259,0.0301,0.0152
2012,Cundinamarca,571082,0.9117000000000001,0.9097,0.6361,0.8782,0.8153,0.4727,1.0188,0.8731,1.0389,1.1254,0.8312,0.0294,0.032400000000000005,0.0217,0.0382,0.0285,0.9584,0.0006,0.9725,0.0382,0.9517,0.012199999999999999,0.0006,0.9725,0.0197,0.0197,0.0202,0.0006,0.015300000000000001,0.032,0.0128
2012,Chocó,145607,0.8097,0.8095,0.6217,0.8323999999999999,0.419,0.191,0.9964,0.9545999999999999,1.3024,0.8184999999999999,0.5582,0.0209,0.0132,0.0174,0.0298,0.0298,0.9188,0.014499999999999999,0.9231999999999999,0.0298,0.9276000000000001,0.0603,0.014499999999999999,0.9231999999999999,0.0849,0.0426,0.001,0.014499999999999999,0.0006,0.0021,0.0011
2012,Huila,273653,0.8976999999999999,0.8973,0.6715000000000001,0.9267,0.738,0.37979999999999997,1.0019,0.9094,1.1181999999999999,1.0366,0.6978,0.052300000000000006,0.045899999999999996,0.0397,0.0731,0.0493,0.9001,0.002,0.9208,0.0731,0.8923000000000001,0.047599999999999996,0.002,0.9208,0.0672,0.0583,0.0181,0.002,0.0172,0.0252,0.0109
2012,La Guajira,239298,0.7542,0.7533,0.4622,0.7247,0.41859999999999997,0.20670000000000002,0.8993000000000001,1.006,1.1857,0.6713,0.4718,0.0681,0.0481,0.062,0.0883,0.0842,0.9233,0.0033,0.9292,0.0883,0.91,0.0086,0.0033,0.9292,0.011699999999999999,0.0058,0.0344,0.0033,0.04,0.0297,0.0104
2012,Magdalena,334586,0.9181999999999999,0.9164,0.6557999999999999,0.8726,0.6496,0.3407,1.0868,1.3273,1.2698,0.9748,0.7094,0.0622,0.2084,0.049100000000000005,0.0385,0.032400000000000005,0.9197,0.008100000000000001,0.9320999999999999,0.0385,0.9512999999999999,0.0181,0.008100000000000001,0.9320999999999999,0.0212,0.0163,0.0159,0.008100000000000001,0.0149,0.0203,0.0062
2012,Meta,210820,0.9335,0.9329000000000001,0.6714,0.9231,0.7591,0.4064,1.03,0.9887,1.1439,1.0458,0.7252,0.058499999999999996,0.0574,0.0506,0.073,0.0507,0.9168000000000001,0.0025,0.9344,0.073,0.9159999999999999,0.024700000000000003,0.0025,0.9344,0.0421,0.0332,0.018000000000000002,0.0025,0.015,0.027999999999999997,0.0109
2012,Nariño,401539,0.7775,0.7773,0.4918,0.7776000000000001,0.5364,0.2859,0.9296,0.7717,1.1482999999999999,0.8662000000000001,0.5896,0.0184,0.0132,0.0154,0.023700000000000002,0.0229,0.9702,0.0005,0.9756,0.023700000000000002,0.9649,0.011399999999999999,0.0005,0.9756,0.018000000000000002,0.012199999999999999,0.0189,0.0005,0.0169,0.0271,0.011699999999999999
2012,Norte de Santander,322304,0.86,0.8593000000000001,0.7179000000000001,0.9029,0.643,0.35869999999999996,0.9669,1.0484,1.1276000000000002,0.915,0.6585,0.0489,0.0433,0.0449,0.0593,0.0406,0.9358,0.0031,0.9451999999999999,0.0593,0.9373,0.0152,0.0031,0.9451999999999999,0.0245,0.022099999999999998,0.02,0.0031,0.0151,0.0315,0.0155
